INSTNM,CITY,STABBR,UGDS,PCTPELL
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,7712,0.0352
Mercer County Community College,West Windsor,NJ,8138,0.0346
Grantham University,Kansas City,MO,7802,0.0346
Emory University,Atlanta,GA,6787,0.0339
The Art Institute of California-San Diego,San Diego,CA,2047,0.0336
Davis Applied Technology College,Kaysville,UT,1618,0.0336
Arizona State University,Tempe,AZ,52883,0.0331
Foothill College,Los Altos Hills,CA,16195,0.0329
Daytona State College,Daytona Beach,FL,13222,0.0318
Lenoir Community College,Kinston,NC,3071,0.0313
Rose-Hulman Institute of Technology,Terre Haute,IN,1818,0.0312
College of the Mainland,Texas City,TX,3561,0.031
Washington College,Chestertown,MD,1275,0.0303
City Colleges of Chicago-Harry S Truman College,Chicago,IL,4992,0.0298
Randolph Community College,Asheboro,NC,1852,0.0298
Southern New Hampshire University,Manchester,NH,4789,0.0283
Mid Florida Tech,Orlando,FL,2042,0.0283
Tarrant County College District,Fort Worth,TX,38178,0.0281
Xavier University,Cincinnati,OH,3780,0.0278
Saint Louis University-Main Campus,Saint Louis,MO,7157,0.0262
University of Denver,Denver,CO,5305,0.0261
Johns Hopkins University,Baltimore,MD,5549,0.0258
Mid Florida Tech,Orlando,FL,2098,0.0257
Clackamas Community College,Oregon City,OR,7271,0.0246
Midland College,Midland,TX,3509,0.0243
San Diego Continuing Education,San Diego,CA,3587,0.024
Asheville-Buncombe Technical Community College,Asheville,NC,3988,0.0234
Georgetown University,Washington,DC,6792,0.0233
Cleveland Institute of Electronics,Cleveland,OH,2123,0.0232
Macomb Community College,Warren,MI,12901,0.0231
American Sentinel University,Aurora,CO,1370,0.022
Stanly Community College,Albemarle,NC,1431,0.0219
San Diego Continuing Education,San Diego,CA,4259,0.0215
Harper College,Palatine,IL,11684,0.0198
University of Notre Dame,Notre Dame,IN,8354,0.0197
Carteret Community College,Morehead City,NC,1418,0.019
Front Range Community College,Westminster,CO,12857,0.0188
City Colleges of Chicago-Richard J Daley College,Chicago,IL,4265,0.0177
Maxine Waters Employment Preparation Center,Los Angeles,CA,1362,0.0176
New York Film Academy,New York,NY,1078,0.0169
Edgecombe Community College,Tarboro,NC,1925,0.0168
Excelsior College,Albany,NY,30543,0.0166
Excelsior College,Albany,NY,33897,0.0151
Wilmington University,New Castle,DE,5225,0.014
Waukesha County Technical College,Pewaukee,WI,5081,0.0136
Maxine Waters Employment Preparation Center,Los Angeles,CA,1387,0.0135
Maxine Waters Employment Preparation Center,Los Angeles,CA,1277,0.0129
Excelsior College,Albany,NY,33306,0.0124
Saint Leo University,Saint Leo,FL,11131,0.0081
Cleveland Institute of Electronics,Cleveland,OH,2146,0.0052
Gemological Institute of America,Carlsbad,CA,1343,0.0047
Excelsior College,Albany,NY,32457,0.0038
Gemological Institute of America,Carlsbad,CA,2366,0.0033
Gemological Institute of America,Carlsbad,CA,2639,0.0027
Gemological Institute of America,Carlsbad,CA,5029,0.0023
Downey Adult School,Downey,CA,1669,0.0011
Abram Friedman Occupational Center,Los Angeles,CA,14127,0.001
Embry Riddle Aeronautical University-Worldwide,Daytona Beach,FL,10652,0.0004
Hacienda La Puente Unified School District-Adult Education,City of Industry,CA,1528,0
Columbia Southern University,Orange Beach,AL,25350,0
Abram Friedman Occupational Center,Los Angeles,CA,10777,0
Abram Friedman Occupational Center,Los Angeles,CA,10801,0
Grantham University,Kansas City,MO,7817,0
ALABAMA A & M UNIVERSITY,NORMAL,AL,4671,
UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,9183,
UNIVERSITY OF ALABAMA IN HUNTSVILLE,HUNTSVILLE,AL,4541,
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,4711,
UNIVERSITY OF ALABAMA,TUSCALOOSA,AL,14807,
CENTRAL ALABAMA COMMUNITY COLLEGE,ALEXANDER CITY,AL,1575,
ATHENS STATE UNIVERSITY,ATHENS,AL,2456,
AUBURN UNIVERSITY-MONTGOMERY,MONTGOMERY,AL,4166,
AUBURN UNIVERSITY MAIN CAMPUS,AUBURN UNIVERSITY,AL,18790,
BESSEMER STATE TECHNICAL COLLEGE,BESSEMER,AL,1292,
BIRMINGHAM SOUTHERN COLLEGE,Birmingham,AL,1338,
CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,PHENIX CITY,AL,1670,
ENTERPRISE STATE JUNIOR COLLEGE,ENTERPRISE,AL,1402,
JAMES H FAULKNER STATE COMMUNITY COLLEGE,BAY MINETTE,AL,1656,
GADSDEN STATE COMMUNITY COLLEGE,GADSDEN,AL,6715,
GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,DOTHAN,AL,3948,
GEORGE C WALLACE STATE COMMUNITY COLL-HANCEVILLE,HANCEVILLE,AL,1138,
GEORGE C WALLACE STATE COMMUNITY COLLEGE-SELMA,SELMA,AL,1465,
JACKSONVILLE STATE UNIVERSITY,JACKSONVILLE,AL,5806,
JEFFERSON DAVIS COMMUNITY COLLEGE,BREWTON,AL,1114,
JEFFERSON STATE COMMUNITY COLLEGE,BIRMINGHAM,AL,4881,
JOHN C CALHOUN STATE COMMUNITY COLLEGE,DECATUR,AL,8041,
JOHN M PATTERSON STATE TECHNICAL COLLEGE,MONTGOMERY,AL,1085,
LAWSON STATE COMMUNITY COLLEGE,BIRMINGHAM,AL,1795,
UNIVERSITY OF WEST ALABAMA,LIVINGSTON,AL,1615,
MILES COLLEGE,FAIRFIELD,AL,1637,
UNIVERSITY OF MOBILE,MOBILE,AL,1503,
UNIVERSITY OF MONTEVALLO,MONTEVALLO,AL,2534,
NORTHWEST SHOALS COMMUNITY COLLEGE-MUSCLE SHOALS,MUSCLE SHOALS,AL,4106,
UNIVERSITY OF NORTH ALABAMA,FLORENCE,AL,4023,
NORTHEAST ALABAMA COMMUNITY COLLEGE,RAINSVILLE,AL,1445,
OAKWOOD COLLEGE,HUNTSVILLE,AL,1778,
ALABAMA SOUTHERN COMMUNITY COLLEGE,MONROEVILLE,AL,1172,
BISHOP STATE COMMUNITY COLLEGE,MOBILE,AL,4060,
SAMFORD UNIVERSITY,BIRMINGHAM,AL,2844,
SHELTON STATE COMMUNITY COLLEGE,TUSCALOOSA,AL,4734,
SNEAD STATE COMMUNITY COLLEGE,BOAZ,AL,1679,
UNIVERSITY OF SOUTH ALABAMA,MOBILE,AL,4680,
UNIVERSITY OF SOUTH ALABAMA-BALDWIN,FAIRHOPE,AL,4675,
SPRING HILL COLLEGE,MOBILE,AL,1205,
STILLMAN COLLEGE,TUSCALOOSA,AL,1513,
TROY STATE UNIVERSITY DOTHAN,DOTHAN,AL,1477,
TROY STATE UNIVERSITY-PHENIX CITY,PHENIX CITY,AL,4180,
TROY STATE UNIVERSITY-MONTGOMERY,MONTGOMERY,AL,2527,
TROY STATE UNIVERSITY-MAIN CAMPUS,TROY,AL,4185,
TUSKEGEE UNIVERSITY,TUSKEGEE,AL,1054,
BEVILL STATE COMMUNITY COLLEGE,SUMITON,AL,3338,
UNIVERSITY OF ALASKA ANCHORAGE,ANCHORAGE,AK,7926,
UNIVERSITY OF ALASKA FAIRBANKS,FAIRBANKS,AK,4149,
UNIVERSITY OF ALASKA SOUTHEAST,JUNEAU,AK,1026,
COLLINS COLLEGE,TEMPE,AZ,2052,
ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,34095,
ARIZONA WESTERN COLLEGE,YUMA,AZ,3626,
UNIVERSITY OF ARIZONA,TUCSON,AZ,26878,
CENTRAL ARIZONA COLLEGE,COOLIDGE,AZ,4990,
COCHISE COLLEGE,DOUGLAS,AZ,4046,
DEVRY UNIVERSITY,PHOENIX,AZ,2982,
EASTERN ARIZONA COLLEGE,THATCHER,AZ,2798,
EMBRY RIDDLE AERONAUTICAL UNIVERSITY-PRESCOTT,PRESCOTT,AZ,1707,
GLENDALE COMMUNITY COLLEGE,GLENDALE,AZ,3991,
GRAND CANYON UNIVERSITY,PHOENIX,AZ,1592,
HIGH-TECH INSTITUTE,PHOENIX,AZ,1189,
GATEWAY COMMUNITY COLLEGE,Phoenix,AZ,7096,
MESA COMMUNITY COLLEGE,MESA,AZ,7146,
CLINTON TECHNICAL INSTITUTE-MOTORCYCLE MECH DIV,PHOENIX,AZ,1247,
NORTHERN ARIZONA UNIVERSITY,FLAGSTAFF,AZ,13361,
NORTHLAND PIONEER COLLEGE,HOLBROOK,AZ,1700,
OTTAWA UNIVERSITY-PHOENIX,PHOENIX,AZ,1363,
PHOENIX COLLEGE,PHOENIX,AZ,4447,
UNIVERSITY OF PHOENIX-PHOENIX CAMPUS,PHOENIX,AZ,4544,
PIMA COMMUNITY COLLEGE,TUCSON,AZ,18321,
RIO SALADO COMMUNITY COLLEGE,TEMPE,AZ,1045,
SCOTTSDALE COMMUNITY COLLEGE,SCOTTSDALE,AZ,1853,
UNIVERSAL TECHNICAL INSTITUTE INC,PHOENIX,AZ,1777,
YAVAPAI COLLEGE,PRESCOTT,AZ,3440,
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,LITTLE ROCK,AR,9119,
UNIVERSITY OF ARKANSAS MAIN CAMPUS,FAYETTEVILLE,AR,12499,
UNIVERSITY OF ARKANSAS AT PINE BLUFF,PINE BLUFF,AR,2941,
ARKANSAS STATE UNIVERSITY-BEEBE BRANCH,BEEBE,AR,2193,
ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,State University,AR,9167,
ARKANSAS TECH UNIVERSITY,RUSSELLVILLE,AR,5042,
UNIVERSITY OF ARKANSAS AT MONTICELLO,Monticello,AR,2067,
BLACK RIVER TECHNICAL COLLEGE,POCAHONTAS,AR,1227,
UNIVERSITY OF CENTRAL ARKANSAS,CONWAY,AR,7316,
EAST ARKANSAS COMMUNITY COLLEGE,FORREST CITY,AR,1056,
GARLAND COUNTY COMMUNITY COLLEGE,HOT SPRINGS,AR,1058,
HARDING UNIVERSITY,Searcy,AR,4078,
HENDERSON STATE UNIVERSITY,ARKADELPHIA,AR,2674,
JOHN BROWN UNIVERSITY,SILOAM SPRINGS,AR,1485,
MISSISSIPPI COUNTY COMMUNITY COLLEGE,BLYTHEVILLE,AR,1046,
NORTH ARKANSAS COLLEGE,HARRISON,AR,1478,
NORTHWEST TECHNICAL INSTITUTE,SPRINGDALE,AR,1131,
OUACHITA BAPTIST UNIVERSITY,ARKADELPHIA,AR,1209,
UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE-MORRILTON,MORRILTON,AR,1101,
PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF AR,HELENA,AR,1322,
SOUTHEAST ARKANSAS COLLEGE,PINE BLUFF,AR,1637,
PULASKI TECHNICAL COLLEGE,NORTH LITTLE ROCK,AR,4513,
SOUTHERN ARKANSAS UNIVERSITY MAIN CAMPUS,MAGNOLIA,AR,2709,
UNIVERSITY OF ARKANSAS AT FT SMITH,FT SMITH,AR,4364,
ACADEMY OF ART COLLEGE,SAN FRANCISCO,CA,4783,
COLLEGE OF ALAMEDA,ALAMEDA,CA,2109,
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,5472,
AMERICAN CAREER COLLEGE,LOS ANGELES,CA,1292,
AMERICAN RIVER COLLEGE,SACRAMENTO,CA,18153,
ANTELOPE VALLEY COLLEGE,LANCASTER,CA,3293,
ART CENTER COLLEGE OF DESIGN,PASADENA,CA,1334,
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,3653,
BAKERSFIELD COLLEGE,BAKERSFIELD,CA,11156,
BARSTOW COLLEGE,BARSTOW,CA,1564,
BIOLA UNIVERSITY,LA MIRADA,CA,2902,
BROOKS COLLEGE,LONG BEACH,CA,1853,
BUTTE COLLEGE,Oroville,CA,7254,
CABRILLO COLLEGE,APTOS,CA,6108,
CALIFORNIA BAPTIST UNIVERSITY,RIVERSIDE,CA,1580,
CALIFORNIA COLLEGE OF ARTS AND CRAFTS,OAKLAND,CA,1122,
CALIFORNIA LUTHERAN UNIVERSITY,THOUSAND OAKS,CA,1643,
CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,SAN LUIS OBISPO,CA,17114,
CALIFORNIA STATE UNIVERSITY-BAKERSFIELD,BAKERSFIELD,CA,5274,
CALIFORNIA STATE UNIVERSITY-STANISLAUS,TURLOCK,CA,5694,
CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,SAN BERNARDINO,CA,11137,
CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,POMONA,CA,16977,
CALIFORNIA STATE UNIVERSITY-CHICO,CHICO,CA,14773,
CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS,CARSON,CA,7968,
CALIFORNIA STATE UNIVERSITY-FRESNO,FRESNO,CA,16259,
CALIFORNIA STATE UNIVERSITY-FULLERTON,FULLERTON,CA,25261,
CALIFORNIA STATE UNIVERSITY-HAYWARD,HAYWARD,CA,9798,
CALIFORNIA STATE UNIVERSITY-LONG BEACH,LONG BEACH,CA,27723,
CALIFORNIA STATE UNIVERSITY-LOS ANGELES,LOS ANGELES,CA,14150,
CALIFORNIA STATE UNIVERSITY-NORTHRIDGE,NORTHRIDGE,CA,24814,
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,SACRAMENTO,CA,21786,
UNIVERSITY OF CALIFORNIA-BERKELEY,BERKELEY,CA,23267,
UNIVERSITY OF CALIFORNIA-DAVIS,DAVIS,CA,21217,
UNIVERSITY OF CALIFORNIA-IRVINE,IRVINE,CA,17723,
UNIVERSITY OF CALIFORNIA-LOS ANGELES,LOS ANGELES,CA,25326,
UNIVERSITY OF CALIFORNIA-RIVERSIDE,RIVERSIDE,CA,12714,
UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA,17485,
UNIVERSITY OF CALIFORNIA-SANTA BARBARA,SANTA BARBARA,CA,17716,
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,SANTA CRUZ,CA,11997,
CANADA COLLEGE,REDWOOD CITY,CA,2646,
COLLEGE OF THE CANYONS,SANTA CLARITA,CA,5277,
CERRITOS COLLEGE,NORWALK,CA,14915,
CERRO COSO COMMUNITY COLLEGE,RIDGECREST,CA,2393,
CHABOT COLLEGE,HAYWARD,CA,9199,
CHAFFEY COMMUNITY COLLEGE,RANCHO CUCAMONGA,CA,9413,
CHAPMAN UNIVERSITY,ORANGE,CA,3115,
CONCORDIA UNIVERSITY,Irvine,CA,1112,
CITRUS COLLEGE,GLENDORA,CA,9730,
CITY COLLEGE OF SAN FRANCISCO,SAN FRANCISCO,CA,14068,
CITY UNIVERSITY-LOS ANGELES,INGLEWOOD,CA,1265,
CLAREMONT MCKENNA COLLEGE,CLAREMONT,CA,1044,
COASTLINE COMMUNITY COLLEGE,FOUNTAIN VALLEY,CA,4507,
COLUMBIA COLLEGE,SONORA,CA,1521,
COMPTON COMMUNITY COLLEGE,COMPTON,CA,3316,
CONTRA COSTA COLLEGE,SAN PABLO,CA,2601,
COSUMNES RIVER COLLEGE,SACRAMENTO,CA,10539,
CRAFTON HILLS COLLEGE,YUCAIPA,CA,2985,
CUESTA COLLEGE,SAN LUIS OBISPO,CA,5907,
CUYAMACA COLLEGE,EL CAJON,CA,4240,
CYPRESS COLLEGE,CYPRESS,CA,8265,
DE ANZA COLLEGE,CUPERTINO,CA,11497,
COLLEGE OF THE DESERT,PALM DESERT,CA,3930,
DEVRY UNIVERSITY,POMONA,CA,3637,
DIABLO VALLEY COLLEGE,PLEASANT HILL,CA,9296,
EAST LOS ANGELES COLLEGE,MONTEREY PARK,CA,8067,
EDUCATIONAL CULTURAL COMPLEX,SAN DIEGO,CA,4661,
EL CAMINO COLLEGE,TORRANCE,CA,13799,
EMPIRE COLLEGE SCHOOL OF BUSINESS,SANTA ROSA,CA,1183,
EVERGREEN VALLEY COLLEGE,SAN JOSE,CA,10987,
FASHION INSTITUTE OF DESIGN AND MERCH-LOS ANGELES,LOS ANGELES,CA,2873,
FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,5748,
FRESNO CITY COLLEGE,FRESNO,CA,10533,
FRESNO PACIFIC UNIVERSITY,FRESNO,CA,1049,
FULLERTON COLLEGE,FULLERTON,CA,11962,
GAVILAN COLLEGE,GILROY,CA,2054,
GEMOLOGICAL INSTITUTE OF AMERICA,CARLSBAD,CA,3527,
GLENDALE COMMUNITY COLLEGE,GLENDALE,CA,10941,
GLENDALE CAREER COLLEGE,GLENDALE,CA,1070,
GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,9192,
GROSSMONT COLLEGE,EL CAJON,CA,12728,
HARTNELL COLLEGE,SALINAS,CA,2930,
HEALD COLLEGE-SAN JOSE,MILPITAS,CA,1070,
HEALD COLLEGE-CONCORD,CONCORD,CA,1069,
HUMBOLDT STATE UNIVERSITY,ARCATA,CA,6542,
IMPERIAL VALLEY COLLEGE,IMPERIAL,CA,4296,
IRVINE VALLEY COLLEGE,IRVINE,CA,4649,
REEDLEY COLLEGE,REEDLEY,CA,5295,
UNIVERSITY OF LA VERNE,LA VERNE,CA,3523,
LAKE TAHOE COMMUNITY COLLEGE,SOUTH LAKE TAHOE,CA,1014,
LANEY COLLEGE,OAKLAND,CA,3904,
LA SIERRA UNIVERSITY,RIVERSIDE,CA,1285,
LONG BEACH CITY COLLEGE,LONG BEACH,CA,10449,
LOS ANGELES HARBOR COLLEGE,WILMINGTON,CA,3493,
LOS ANGELES PIERCE COLLEGE,WOODLAND HILLS,CA,9448,
LOS ANGELES SOUTHWEST COLLEGE,LOS ANGELES,CA,2770,
LOS ANGELES TRADE TECHNICAL COLLEGE,LOS ANGELES,CA,3808,
LOS ANGELES VALLEY COLLEGE,Valley Glen,CA,6486,
THE MASTER'S COLLEGE AND SEMINARY,Santa Clarita,CA,1174,
LOS ANGELES CITY COLLEGE,LOS ANGELES,CA,8415,
LOS ANGELES MISSION COLLEGE,Sylmar,CA,2566,
LOS MEDANOS COLLEGE,PITTSBURG,CA,4055,
LOYOLA LAW SCHOOL,LOS ANGELES,CA,2477,
LOYOLA MARYMOUNT UNIVERSITY,LOS ANGELES,CA,2482,
MTI COLLEGE OF BUSINESS AND TECHNOLOGY,SACRAMENTO,CA,1444,
MARIC COLLEGE,SAN DIEGO,CA,1089,
COLLEGE OF MARIN,KENTFIELD,CA,2740,
MENDOCINO COLLEGE,UKIAH,CA,2056,
MERCED COLLEGE,MERCED,CA,5086,
MERRITT COLLEGE,OAKLAND,CA,1845,
MIRACOSTA COLLEGE,OCEANSIDE,CA,5749,
MISSION COLLEGE,SANTA CLARA,CA,4509,
MODESTO JUNIOR COLLEGE,MODESTO,CA,11290,
MONTEREY PENINSULA COLLEGE,MONTEREY,CA,3631,
MOORPARK COLLEGE,MOORPARK,CA,7148,
MT SAN ANTONIO COLLEGE,WALNUT,CA,20162,
MT SAN JACINTO COLLEGE,SAN JACINTO,CA,4058,
NAPA VALLEY COLLEGE,NAPA,CA,2931,
BRYMAN COLLEGE,RESEDA,CA,1142,
NATIONAL UNIVERSITY,LA JOLLA,CA,5360,
OCCIDENTAL COLLEGE,LOS ANGELES,CA,1737,
OHLONE COLLEGE,FREMONT,CA,3781,
ORANGE COAST COLLEGE,COSTA MESA,CA,17866,
OXNARD COLLEGE,OXNARD,CA,3078,
PACIFIC UNION COLLEGE,ANGWIN,CA,1400,
UNIVERSITY OF THE PACIFIC,STOCKTON,CA,3166,
PALOMAR COLLEGE,SAN MARCOS,CA,12502,
PASADENA CITY COLLEGE,PASADENA,CA,19305,
PEPPERDINE UNIVERSITY,MALIBU,CA,2917,
POINT LOMA NAZARENE UNIVERSITY,SAN DIEGO,CA,2353,
POMONA COLLEGE,CLAREMONT,CA,1548,
PORTERVILLE COLLEGE,PORTERVILLE,CA,2314,
SANTA ANA COLLEGE,SANTA ANA,CA,8989,
UNIVERSITY OF REDLANDS,REDLANDS,CA,2500,
COLLEGE OF THE REDWOODS,EUREKA,CA,4302,
RIO HONDO COLLEGE,WHITTIER,CA,9691,
RIVERSIDE COMMUNITY COLLEGE,RIVERSIDE,CA,16096,
SACRAMENTO CITY COLLEGE,SACRAMENTO,CA,12665,
SADDLEBACK COLLEGE,MISSION VIEJO,CA,8115,
SAN DIEGO CITY COLLEGE,SAN DIEGO,CA,4669,
SAN DIEGO MESA COLLEGE,SAN DIEGO,CA,15012,
SAN DIEGO MIRAMAR COLLEGE,SAN DIEGO,CA,5663,
SAN DIEGO STATE UNIVERSITY,SAN DIEGO,CA,28042,
UNIVERSITY OF SAN DIEGO,SAN DIEGO,CA,4804,
SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO,CA,20921,
UNIVERSITY OF SAN FRANCISCO,SAN FRANCISCO,CA,4557,
SAN JOAQUIN DELTA COLLEGE,STOCKTON,CA,9275,
SAN JOSE CITY COLLEGE,SAN JOSE,CA,10150,
SAN JOSE STATE UNIVERSITY,SAN JOSE,CA,22237,
COLLEGE OF SAN MATEO,SAN MATEO,CA,6517,
SANTA BARBARA CITY COLLEGE,SANTA BARBARA,CA,8125,
SANTA CLARA UNIVERSITY,SANTA CLARA,CA,4248,
SANTA MONICA COLLEGE,SANTA MONICA,CA,15206,
SANTA ROSA JUNIOR COLLEGE,Santa Rosa,CA,11975,
COLLEGE OF THE SEQUOIAS,VISALIA,CA,9104,
SHASTA COLLEGE,REDDING,CA,5010,
SIERRA COLLEGE,ROCKLIN,CA,9614,
CHARLES A JONES SKILLS AND BUSINESS ED CENTER,SACRAMENTO,CA,3465,
SKYLINE COLLEGE,SAN BRUNO,CA,5083,
SAN BERNARDINO VALLEY COLLEGE,SAN BERNARDINO,CA,7088,
SAINT MARYS COLLEGE OF CALIFORNIA,MORAGA,CA,2399,
SOLANO COUNTY COMMUNITY COLLEGE DISTRICT,SUISUN,CA,6257,
SONOMA STATE UNIVERSITY,ROHNERT PARK,CA,6411,
VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,COSTA MESA,CA,1550,
SOUTHWESTERN COLLEGE,CHULA VISTA,CA,10430,
UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,15900,
TAFT COLLEGE,Taft,CA,1022,
VENTURA COLLEGE,VENTURA,CA,4643,
VICTOR VALLEY COLLEGE,VICTORVILLE,CA,6177,
VISTA COLLEGE,BERKELEY,CA,1492,
WEST HILLS COMMUNITY COLLEGE,COALINGA,CA,1523,
WEST LOS ANGELES COLLEGE,CULVER CITY,CA,3756,
WEST VALLEY COLLEGE,SARATOGA,CA,5426,
WEST VALLEY OCCUPATIONAL CENTER,WOODLAND HILLS,CA,5973,
WESTMONT COLLEGE,SANTA BARBARA,CA,1355,
WHITTIER COLLEGE,WHITTIER,CA,1268,
WOODBURY UNIVERSITY,BURBANK,CA,1179,
YUBA COLLEGE,MARYSVILLE,CA,5622,
ADAMS STATE COLLEGE,ALAMOSA,CO,2008,
AIMS COMMUNITY COLLEGE,GREELEY,CO,6329,
ARAPAHOE COMMUNITY COLLEGE,LITTLETON,CO,4343,
BLAIR COLLEGE,COLORADO SPRINGS,CO,1259,
UNIVERSITY OF COLORADO AT DENVER,DENVER,CO,6788,
UNIVERSITY OF COLORADO AT COLORADO SPRINGS,COLORADO SPRINGS,CO,5055,
WESTWOOD COLLEGE OF AVIATION TECHNOLOGY-DENVER,BROOMFIELD,CO,1301,
UNIVERSITY OF COLORADO AT BOULDER,BOULDER,CO,23195,
COLORADO CHRISTIAN UNIVERSITY,LAKEWOOD,CO,1633,
COLORADO COLLEGE,COLORADO SPRINGS,CO,1455,
ART INSTITUTE OF COLORADO,DENVER,CO,2221,
COLORADO MOUNTAIN COLLEGE,GLENWOOD SPRINGS,CO,2247,
COLORADO SCHOOL OF MINES,GOLDEN,CO,2563,
COLORADO STATE UNIVERSITY,Fort Collins,CO,19767,
COLORADO TECHNICAL UNIVERSITY,COLORADO SPRINGS,CO,1261,
COMMUNITY COLLEGE OF AURORA,AURORA,CO,2999,
DELTA-MONTROSE AREA VOCATIONAL TECHNICAL CENTER,DELTA,CO,2042,
COMMUNITY COLLEGE OF DENVER,DENVER,CO,4258,
UNIVERSITY OF DENVER,DENVER,CO,4082,
EMILY GRIFFITH OPPORTUNITY SCHOOL,DENVER,CO,11843,
FORT LEWIS COLLEGE,DURANGO,CO,4232,
FRONT RANGE COMMUNITY COLLEGE,WESTMINSTER,CO,10426,
MESA STATE COLLEGE,GRAND JUNCTION,CO,4861,
METROPOLITAN STATE COLLEGE OF DENVER,DENVER,CO,17011,
NORTHEASTERN JUNIOR COLLEGE,STERLING,CO,1228,
UNIVERSITY OF NORTHERN COLORADO,GREELEY,CO,9604,
OTERO JUNIOR COLLEGE,LA JUNTA,CO,1060,
PIKES PEAK COMMUNITY COLLEGE,COLORADO SPRINGS,CO,7807,
PUEBLO COMMUNITY COLLEGE,PUEBLO,CO,3471,
RED ROCKS COMMUNITY COLLEGE,LAKEWOOD,CO,4336,
REGIS UNIVERSITY,DENVER,CO,4951,
